slug,theorem,display_title,family,bounty_usd,bounty_alpha,bounty_available,attempts,tractability,defect_signs,ams,url,lean_type,formalized_task_id,counterexample_task_id
erdos1209-erdos-1209-parts-iii-d,Erdos1209.erdos_1209.parts.iii.d,Erdős problem 1209 - part iii d,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos1209-erdos-1209-parts-iii-d,"True ↔ ∃ n, {k | Squarefree (n + 2 ^ 2 ^ k)}.Infinite",fc-8432eac9-iii-d-3fc5018b8f-formalized-v1,fc-8432eac9-iii-d-5ed45d2427-counterexample-v1
erdos14-erdos-14-parts-ii,Erdos14.erdos_14.parts.ii,Erdős problem 14 - part ii,erdos,3809.84,6314.50112,True,0,2.5,asymptotic|existential,11,https://conjectures.io/problems/erdos14-erdos-14-parts-ii,"True ↔ ∃ A, Erdos14.nonUniqueSumCount A =o[Filter.atTop] Erdos14.squareRoot",fc-8432eac9-parts-ii-f47b7e8f79-formalized-v1,fc-8432eac9-parts-ii-837c84619c-counterexample-v1
erdos141-erdos-141-variants-eleven,Erdos141.erdos_141.variants.eleven,Erdős problem 141 - eleven,erdos,3809.84,6314.50112,True,0,2.5,existential,5|11,https://conjectures.io/problems/erdos141-erdos-141-variants-eleven,"True ↔ ∃ s, Erdos141.Set.IsAPAndPrimeProgressionOfLength s 11",fc-8432eac9-variants-eleven-e23b02f8a9-formalized-v1,fc-8432eac9-variants-eleven-47b1cc153a-counterexample-v1
erdos212-erdos-212,Erdos212.erdos_212,Erdős problem 212,erdos,3809.84,6314.50112,True,0,2.5,rational_domain|existential,52,https://conjectures.io/problems/erdos212-erdos-212,"True ↔ ∃ u, Dense u ∧ u.Pairwise fun c₁ c₂ => dist c₁ c₂ ∈ Set.range Rat.cast",fc-8432eac9-erdos212-erdos-212-3118a387be-formalized-v1,fc-8432eac9-erdos212-erdos-212-a5cada5ab0-counterexample-v1
erdos244-erdos-244,Erdos244.erdos_244,Erdős problem 244,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|existential,11,https://conjectures.io/problems/erdos244-erdos-244,"True ↔ ∀ C > 1, 0 < {x | ∃ p k, ∃ (_ : Nat.Prime p), p + ⌊C ^ k⌋₊ = x}.lowerDensity",fc-8432eac9-erdos244-erdos-244-8f772ee4fc-formalized-v1,fc-8432eac9-erdos244-erdos-244-18958b15e2-counterexample-v1
erdos364-erdos-364,Erdos364.erdos_364,Erdős problem 364,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos364-erdos-364,"¬∃ n, n.Powerful ∧ (n + 1).Powerful ∧ (n + 2).Powerful",fc-8432eac9-erdos364-erdos-364-798529c3b5-formalized-v1,fc-8432eac9-erdos364-erdos-364-402edb8c4b-counterexample-v1
erdos409-erdos-409-variants-sigma-termination,Erdos409.erdos_409.variants.sigma_termination,Erdős problem 409 - sigma termination,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|existential,11,https://conjectures.io/problems/erdos409-erdos-409-variants-sigma-termination,"∀ n > 1, ∃ i, Nat.Prime ((fun x => (ArithmeticFunction.sigma 1) x - 1)^[i] n)",fc-8432eac9-variants-sigma-termination-b75306a9bb-formalized-v1,fc-8432eac9-variants-sigma-termination-9a7b728149-counterexample-v1
erdos412-erdos-412,Erdos412.erdos_412,Erdős problem 412,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos412-erdos-412,"True ↔ ∀ m ≥ 2, ∀ n ≥ 2, ∃ i j, (⇑(ArithmeticFunction.sigma 1))^[i] m = (⇑(ArithmeticFunction.sigma 1))^[j] n",fc-8432eac9-erdos412-erdos-412-0b53af1705-formalized-v1,fc-8432eac9-erdos412-erdos-412-5cfc4fc094-counterexample-v1
erdos414-erdos-414,Erdos414.erdos_414,Erdős problem 414,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos414-erdos-414,"True ↔ ∀ m > 0, ∀ n > 0, ∃ i j, Erdos414.h^[i] m = Erdos414.h^[j] n",fc-8432eac9-erdos414-erdos-414-af60a48e81-formalized-v1,fc-8432eac9-erdos414-erdos-414-79a4dde4f0-counterexample-v1
erdos535-erdos-535,Erdos535.erdos_535,Erdős problem 535,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|asymptotic|existential,5|11,https://conjectures.io/problems/erdos535-erdos-535,"∀ r ≥ 3, ∃ c > 0, ∀ᶠ (N : ℕ) in Filter.atTop, ↑(Erdos535.f r N) ≤ ↑N ^ (c / Real.log (Real.log ↑N))",fc-8432eac9-erdos535-erdos-535-7967af1290-formalized-v1,fc-8432eac9-erdos535-erdos-535-313ad0943f-counterexample-v1
erdos535-erdos-535-variants-first-open-case,Erdos535.erdos_535.variants.first_open_case,Erdős problem 535 - first open case,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|asymptotic|existential,5|11,https://conjectures.io/problems/erdos535-erdos-535-variants-first-open-case,"∃ c > 0, ∀ᶠ (N : ℕ) in Filter.atTop, ↑(Erdos535.f 3 N) ≤ ↑N ^ (c / Real.log (Real.log ↑N))",fc-8432eac9-variants-first-open-case-b42db015f6-formalized-v1,fc-8432eac9-variants-first-open-case-7a8ca184f0-counterexample-v1
erdos564-erdos-564,Erdos564.erdos_564,Erdős problem 564,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|asymptotic|existential,5,https://conjectures.io/problems/erdos564-erdos-564,"True ↔ ∃ c > 0, ∀ᶠ (n : ℕ) in Filter.atTop, 2 ^ 2 ^ (c * n) ≤ ↑(Combinatorics.hypergraphRamsey 3 n)",fc-8432eac9-erdos564-erdos-564-49cfd6f41f-formalized-v1,fc-8432eac9-erdos564-erdos-564-7b195a5785-counterexample-v1
erdos66-erdos-66,Erdos66.erdos_66,Erdős problem 66,erdos,3809.84,6314.50112,True,0,2.5,asymptotic|existential,11,https://conjectures.io/problems/erdos66-erdos-66,"True ↔ ∃ A c, c ≠ 0 ∧ Filter.Tendsto (fun n => ↑(AdditiveCombinatorics.sumRep A n) / Real.log ↑n) Filter.atTop (nhds c)",fc-8432eac9-erdos66-erdos-66-3f04bbff7d-formalized-v1,fc-8432eac9-erdos66-erdos-66-4d5e301b0d-counterexample-v1
erdos723-erdos-723-variants-eq-12,Erdos723.erdos_723.variants.eq_12,Erdős problem 723 - eq 12,erdos,3809.84,6314.50112,True,0,2.5,existential,5,https://conjectures.io/problems/erdos723-erdos-723-variants-eq-12,"True ↔ ∃ P L x x_1 x_2 pp, Configuration.ProjectivePlane.order P L = 12",fc-8432eac9-variants-eq-12-b3385e3610-formalized-v1,fc-8432eac9-variants-eq-12-53948ce2d9-counterexample-v1
erdos829-erdos-829,Erdos829.erdos_829,Erdős problem 829,erdos,3809.84,6314.50112,True,0,2.5,asymptotic|existential,11,https://conjectures.io/problems/erdos829-erdos-829,"True ↔ ∃ C, (fun n => ↑(AdditiveCombinatorics.sumRep Erdos829.cubes n)) =O[Filter.atTop] fun n => Real.log ↑n ^ C",fc-8432eac9-erdos829-erdos-829-cf820012a1-formalized-v1,fc-8432eac9-erdos829-erdos-829-0bb79baed0-counterexample-v1
erdos835-erdos-835,Erdos835.erdos_835,Erdős problem 835,erdos,3809.84,6314.50112,True,0,2.5,existential,5,https://conjectures.io/problems/erdos835-erdos-835,"(∃ k > 2, Erdos835.Property k) ↔ True",fc-8432eac9-erdos835-erdos-835-6af7c08e86-formalized-v1,fc-8432eac9-erdos835-erdos-835-8e5f909510-counterexample-v1
erdos849-erdos-849,Erdos849.erdos_849,Erdős problem 849,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos849-erdos-849,"True ↔ ∀ t ≥ 1, ∃ a, {n | ∃ k ≥ 1, 2 * k ≤ n ∧ n.choose k = a}.ncard = t",fc-8432eac9-erdos849-erdos-849-752fc4c715-formalized-v1,fc-8432eac9-erdos849-erdos-849-669aacb8c1-counterexample-v1
erdos885-erdos-885,Erdos885.erdos_885,Erdős problem 885,erdos,3809.84,6314.50112,True,0,2.5,existential,11,https://conjectures.io/problems/erdos885-erdos-885,"True ↔ ∀ k ≥ 1, ∃ Ns, (∀ n ∈ Ns, 1 ≤ n) ∧ Ns.card = k ∧ (⋂ n ∈ Ns, Erdos885.factorDifferenceSet n).ncard ≥ k",fc-8432eac9-erdos885-erdos-885-01c7d1c4c3-formalized-v1,fc-8432eac9-erdos885-erdos-885-a2f569a26c-counterexample-v1
erdos912-erdos-912,Erdos912.erdos_912,Erdős problem 912,erdos,3809.84,6314.50112,True,0,2.5,asymptotic|existential,11,https://conjectures.io/problems/erdos912-erdos-912,"∃ c > 0, Asymptotics.IsEquivalent Filter.atTop (fun n => ↑(Erdos912.h n)) fun n => c * (↑n / Real.log ↑n) ^ (1 / 2)",fc-8432eac9-erdos912-erdos-912-da22363504-formalized-v1,fc-8432eac9-erdos912-erdos-912-7651c24b28-counterexample-v1
erdos952-erdos-952,Erdos952.erdos_952,Erdős problem 952,erdos,3809.84,6314.50112,True,0,2.5,nat_domain|existential,11,https://conjectures.io/problems/erdos952-erdos-952,"True ↔ ∃ x C, Function.Injective x ∧ ∀ (n : ℕ), Prime (x n) ∧ Zsqrtd.norm (x (n + 1) - x n) < C",fc-8432eac9-erdos952-erdos-952-1257ba46ce-formalized-v1,fc-8432eac9-erdos952-erdos-952-5926892b5a-counterexample-v1
green41-green-41-variants-polynomial-bound,Green41.green_41.variants.polynomial_bound,Green's open problem 41 - polynomial bound,greens-open-problems,3809.84,6314.50112,True,0,2.5,existential,51|52,https://conjectures.io/problems/green41-green-41-variants-polynomial-bound,"True ↔ ∃ C, ∃ ε₀ > 0, ∀ ε ∈ Set.Ioc 0 ε₀, ↑(Green41.minCopies ε) ≤ ε ^ (-C)",fc-8432eac9-variants-polynomial-bound-126a612ebd-formalized-v1,fc-8432eac9-variants-polynomial-bound-b41380afd8-counterexample-v1
green9-green-9-ii,Green9.green_9_ii,Green's open problem 9 - ii,greens-open-problems,3809.84,6314.50112,True,0,2.5,asymptotic|existential,5,https://conjectures.io/problems/green9-green-9-ii,"True ↔ ∃ c > 0, (fun N => ↑(Green9.r 5 N)) =O[Filter.atTop] fun N => ↑N * Real.log ↑N ^ (-c)",fc-8432eac9-green9-green-9-ii-dfb440d84d-formalized-v1,fc-8432eac9-green9-green-9-ii-3e15385a8b-counterexample-v1
erdos1137-erdos-1137,Erdos1137.erdos_1137,Erdős problem 1137,erdos,3809.84,6314.50112,True,0,2.0,asymptotic|bounded_finite_range,11,https://conjectures.io/problems/erdos1137-erdos-1137,"True ↔
  Filter.Tendsto
    (fun x => ↑((Finset.range x).sup fun n => primeGap n * primeGap (n - 1)) / ↑((Finset.range x).sup primeGap) ^ 2)
    Filter.atTop (nhds 0)",fc-8432eac9-erdos1137-erdos-1137-a887e1b05b-formalized-v1,fc-8432eac9-erdos1137-erdos-1137-d8f797a124-counterexample-v1
erdos463-erdos-463,Erdos463.erdos_463,Erdős problem 463,erdos,3809.84,6314.50112,True,0,2.0,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos463-erdos-463,"True ↔
  ∃ f,
    ∃ (_ : Filter.Tendsto f Filter.atTop Filter.atTop),
      ∀ᶠ (n : ℕ) in Filter.atTop, ∃ m, m.Composite ∧ n + f n < m ∧ m < n + m.minFac",fc-8432eac9-erdos463-erdos-463-edc6b11e00-formalized-v1,fc-8432eac9-erdos463-erdos-463-3f7ff4ebc0-counterexample-v1
erdos774-erdos-774,Erdos774.erdos_774,Erdős problem 774,erdos,3809.84,6314.50112,True,0,2.0,nat_domain|existential,5,https://conjectures.io/problems/erdos774-erdos-774,"True ↔
  ∀ (A : Set ℕ), A.Infinite → A.IsProportionatelyDissociated → ∃ T, (∀ S ∈ T, S.IsDissociated) ∧ T.Finite ∧ A = ⋃₀ T",fc-8432eac9-erdos774-erdos-774-24a2c6813c-formalized-v1,fc-8432eac9-erdos774-erdos-774-c1ff48dac3-counterexample-v1
erdos931-erdos-931,Erdos931.erdos_931,Erdős problem 931,erdos,3809.84,6314.50112,True,0,2.0,nat_domain|bounded_finite_range,11,https://conjectures.io/problems/erdos931-erdos-931,"True ↔
  ∀ (k₁ k₂ : ℕ),
    k₂ ≥ 3 →
      k₂ ≤ k₁ →
        {(n₁, n₂) |
            n₁ + k₁ ≤ n₂ ∧
              (∏ i ∈ Finset.Icc 1 k₁, (n₁ + i)).primeFactors = (∏ j ∈ Finset.Icc 1 k₂, (n₂ + j)).primeFactors}.Finite",fc-8432eac9-erdos931-erdos-931-430f1b6080-formalized-v1,fc-8432eac9-erdos931-erdos-931-9fe5c80b49-counterexample-v1
erdos932-erdos-932,Erdos932.erdos_932,Erdős problem 932,erdos,3809.84,6314.50112,True,0,2.0,nat_domain,11,https://conjectures.io/problems/erdos932-erdos-932,"{r |
    2 ≤
      {m ∈ Finset.Ioo (Nat.nth Nat.Prime r) (Nat.nth Nat.Prime r.succ) |
          m.maxPrimeFac < Nat.nth Nat.Prime r.succ - Nat.nth Nat.Prime r}.card}.Infinite",fc-8432eac9-erdos932-erdos-932-8fb4446e12-formalized-v1,fc-8432eac9-erdos932-erdos-932-d2806966f1-counterexample-v1
erdos978-erdos-978-parts-ii,Erdos978.erdos_978.parts.ii,Erdős problem 978 - part ii,erdos,3809.84,6314.50112,True,0,2.0,nat_domain|existential,11,https://conjectures.io/problems/erdos978-erdos-978-parts-ii,"True ↔
  ∀ {f : Polynomial ℤ},
    Irreducible f →
      f.natDegree > 3 →
        (¬∃ l, f.natDegree = 2 ^ l) →
          0 < f.leadingCoeff →
            (∀ (p : ℕ), Nat.Prime p → ∃ n, ¬↑p ^ (f.natDegree - 2) ∣ Polynomial.eval (↑n) f) →
              {n | Powerfree (f.natDegree - 2) (Polynomial.eval (↑n) f)}.Infinite",fc-8432eac9-parts-ii-284525def8-formalized-v1,fc-8432eac9-parts-ii-7c65d691f1-counterexample-v1
green12-green-12,Green12.green_12,Green's open problem 12,greens-open-problems,3809.84,6314.50112,True,0,2.0,,5|11,https://conjectures.io/problems/green12-green-12,"True ↔
  ∀ {G : Type u_1} [inst : AddCommGroup G] [inst_1 : Fintype G] [inst_2 : DecidableEq G] (A : Finset G),
    have N := Fintype.card G;
    have α := ↑A.card / ↑N;
    have valid_tuples := {t | ∀ (i j : Fin 5), j ∈ {i, i + 1, i + 2} → t.1 i + t.2 j ∈ A};
    ↑valid_tuples.card ≥ α ^ 15 * ↑N ^ 10",fc-8432eac9-green12-green-12-e101fb9be2-formalized-v1,fc-8432eac9-green12-green-12-c0f31dd43e-counterexample-v1
green2-green-2,Green2.green_2,Green's open problem 2,greens-open-problems,3809.84,6314.50112,True,0,2.0,nat_domain|asymptotic,11,https://conjectures.io/problems/green2-green-2,"True ↔
  ∀ᶠ (n : ℕ) in Filter.atTop,
    ∀ (A : Finset ℤ), A.card = n → ↑(Green2.maxRestrictedSumAvoidingSubsetSize A) ≥ Real.log ↑n ^ 100",fc-8432eac9-green2-green-2-e7491c463d-formalized-v1,fc-8432eac9-green2-green-2-19ee08fe44-counterexample-v1
erdos1072-erdos-1072-parts-ii,Erdos1072.erdos_1072.parts.ii,Erdős problem 1072 - part ii,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos1072-erdos-1072-parts-ii,"True ↔
  ∃ P ⊆ {p | Nat.Prime p},
    P.HasDensity 1 {p | Nat.Prime p} ∧
      Filter.Tendsto (fun p => ↑(Erdos1072.f p) / ↑p) (Filter.atTop ⊓ Filter.principal P) (nhds 0)",fc-8432eac9-parts-ii-8476065b32-formalized-v1,fc-8432eac9-parts-ii-3246f068bf-counterexample-v1
erdos145-erdos-145,Erdos145.erdos_145,Erdős problem 145,erdos,3809.84,6314.50112,True,0,1.5,asymptotic|existential,11,https://conjectures.io/problems/erdos145-erdos-145,"True ↔
  ∀ α ≥ 0,
    ∃ β,
      Filter.Tendsto (fun x => 1 / x * ∑ n ∈ Erdos145.A x, (↑(Erdos145.s (n + 1)) - ↑(Erdos145.s n)) ^ α) Filter.atTop
        (nhds β)",fc-8432eac9-erdos145-erdos-145-b2f7799fbd-formalized-v1,fc-8432eac9-erdos145-erdos-145-81b8363842-counterexample-v1
erdos238-erdos-238,Erdos238.erdos_238,Erdős problem 238,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos238-erdos-238,"True ↔
  ∀ c₁ > 0,
    ∀ c₂ > 0,
      ∀ᶠ (x : ℝ) in Filter.atTop,
        ∃ k,
          c₁ * Real.log x < ↑k ∧
            ∃ f m,
              (∀ (i : Fin k), ↑(f i) ≤ x ∧ f i = Nat.nth Nat.Prime (m + ↑i)) ∧
                ∀ (i : Fin (k - 1)), c₂ < primeGap (m + ↑i)",fc-8432eac9-erdos238-erdos-238-346926c5b3-formalized-v1,fc-8432eac9-erdos238-erdos-238-308bcaf41b-counterexample-v1
erdos364-erdos-364-variants-strong,Erdos364.erdos_364.variants.strong,Erdős problem 364 - strong,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|existential,11,https://conjectures.io/problems/erdos364-erdos-364-variants-strong,"∃ c,
  ∃ (_ : c > 0), ∀ (k : ℕ), ↑(Nat.nth Nat.Powerful (k + 2)) - ↑(Nat.nth Nat.Powerful k) > ↑(Nat.nth Nat.Powerful k) ^ c",fc-8432eac9-variants-strong-4481dbdb84-formalized-v1,fc-8432eac9-variants-strong-6c5b9b2380-counterexample-v1
erdos39-erdos-39,Erdos39.erdos_39,Erdős problem 39,erdos,3809.84,6314.50112,True,0,1.5,asymptotic|existential,11,https://conjectures.io/problems/erdos39-erdos-39,"True ↔
  ∃ A, A.Infinite ∧ IsSidon A ∧ ∀ ε > 0, (fun x => ↑x ^ (1 / 2 - ε)) =O[Filter.atTop] fun N => ↑(Set.Icc 1 N ∩ A).ncard",fc-8432eac9-erdos39-erdos-39-349c8c226f-formalized-v1,fc-8432eac9-erdos39-erdos-39-e34c1de69a-counterexample-v1
erdos428-erdos-428,Erdos428.erdos_428,Erdős problem 428,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos428-erdos-428,"True ↔
  ∃ A,
    (∃ᶠ (n : ℕ) in Filter.atTop, ∀ a ∈ A, 0 < a → a < n → Nat.Prime (n - a)) ∧
      Filter.liminf (fun n => Erdos428.primeDensityRatio A n) Filter.atTop > 0",fc-8432eac9-erdos428-erdos-428-9ba9f02cab-formalized-v1,fc-8432eac9-erdos428-erdos-428-3e378035e9-counterexample-v1
erdos50-erdos-50,Erdos50.erdos_50,Erdős problem 50,erdos,3809.84,6314.50112,True,0,1.5,existential,11,https://conjectures.io/problems/erdos50-erdos-50,"True ↔
  ∀ (f : ℝ → ℝ), Erdos50.IsDistributionOfPhiRatio f → ¬∃ x ∈ Set.Icc 0 1, ∃ y > 0, HasDerivWithinAt f y (Set.Icc 0 1) x",fc-8432eac9-erdos50-erdos-50-a83b4dd17c-formalized-v1,fc-8432eac9-erdos50-erdos-50-82e62a7369-counterexample-v1
erdos51-erdos-51,Erdos51.erdos_51,Erdős problem 51,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos51-erdos-51,"True ↔
  ∃ A n,
    A.Infinite ∧
      (∀ (a : ↑A), IsLeast (Nat.totient ⁻¹' {↑a}) (n a)) ∧
        Filter.Tendsto (fun a => ↑(n a) / ↑↑a) Filter.atTop Filter.atTop",fc-8432eac9-erdos51-erdos-51-ca489e358c-formalized-v1,fc-8432eac9-erdos51-erdos-51-ee2daa702f-counterexample-v1
erdos695-erdos-695-variants-upperbound,Erdos695.erdos_695.variants.upperBound,Erdős problem 695 - upper Bound,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos695-erdos-695-variants-upperbound,"True ↔
  ∃ q,
    StrictMono q ∧
      (∀ (i : ℕ), Nat.Prime (q i)) ∧
        (∀ (i : ℕ), q (i + 1) % q i = 1) ∧
          ∃ o, o =o[Filter.atTop] 1 ∧ ∀ (k : ℕ), ↑(q k) ≤ Real.exp ((↑k + 1) * Real.log (↑k + 1) ^ (1 + o k))",fc-8432eac9-variants-upperbound-c8aca593fa-formalized-v1,fc-8432eac9-variants-upperbound-207ea23151-counterexample-v1
erdos812-erdos-812-parts-i,Erdos812.erdos_812.parts.i,Erdős problem 812 - part i,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,5,https://conjectures.io/problems/erdos812-erdos-812-parts-i,"True ↔
  ∃ c > 0,
    ∀ᶠ (n : ℕ) in Filter.atTop,
      ↑(Combinatorics.hypergraphRamsey 2 (n + 1)) / ↑(Combinatorics.hypergraphRamsey 2 n) ≥ 1 + c",fc-8432eac9-parts-i-4d28c4e26a-formalized-v1,fc-8432eac9-parts-i-735847876b-counterexample-v1
erdos859-erdos-859,Erdos859.erdos_859,Erdős problem 859,erdos,3809.84,6314.50112,True,0,1.5,asymptotic|existential,11,https://conjectures.io/problems/erdos859-erdos-859,"∃ c₁ > 0,
  ∃ c₂ > 0,
    ∃ d,
      (∀ t > 0, (Erdos859.DivisorSumSet t).HasDensity (d t)) ∧
        Asymptotics.IsEquivalent Filter.atTop (fun t => d t) fun t => c₁ / Real.log ↑t ^ c₂",fc-8432eac9-erdos859-erdos-859-0d3afc23e8-formalized-v1,fc-8432eac9-erdos859-erdos-859-0087a1d40d-counterexample-v1
erdos942-erdos-942,Erdos942.erdos_942,Erdős problem 942,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos942-erdos-942,"True ↔
  ∃ c > 0,
    ∃ o,
      o =o[Filter.atTop] 1 ∧
        (∀ᶠ (n : ℕ) in Filter.atTop, ↑(Erdos942.erdos_942.h n) < Real.log ↑n ^ (c + o n)) ∧
          {n | ↑(Erdos942.erdos_942.h n) > Real.log ↑n ^ (c - o n)}.Infinite",fc-8432eac9-erdos942-erdos-942-78560179cc-formalized-v1,fc-8432eac9-erdos942-erdos-942-d7e8f365e3-counterexample-v1
erdos943-erdos-943,Erdos943.erdos_943,Erdős problem 943,erdos,3809.84,6314.50112,True,0,1.5,nat_domain|asymptotic|existential,11,https://conjectures.io/problems/erdos943-erdos-943,"True ↔ ∃ o, o =o[Filter.atTop] 1 ∧ ∀ᶠ (n : ℕ) in Filter.atTop, ↑(AdditiveCombinatorics.sumRep Nat.Powerful n) ≤ ↑n ^ o n",fc-8432eac9-erdos943-erdos-943-f9b51eba3c-formalized-v1,fc-8432eac9-erdos943-erdos-943-c6533d3ce2-counterexample-v1
erdos975-erdos-975,Erdos975.erdos_975,Erdős problem 975,erdos,3809.84,6314.50112,True,0,1.5,asymptotic|existential,11,https://conjectures.io/problems/erdos975-erdos-975,"True ↔
  ∀ (f : Polynomial ℤ),
    f.natDegree ≠ 0 →
      Irreducible f →
        (∀ᶠ (n : ℤ) in Filter.atTop, 1 ≤ Polynomial.eval n f) →
          ∃ c > 0, Filter.Tendsto (fun x => Erdos975.Erdos975Sum f x / (x * Real.log x)) Filter.atTop (nhds c)",fc-8432eac9-erdos975-erdos-975-bf0c9a6037-formalized-v1,fc-8432eac9-erdos975-erdos-975-1b401e7210-counterexample-v1
erdos1003-erdos-1003,Erdos1003.erdos_1003,Erdős problem 1003,erdos,3809.84,6314.50112,True,1,1.0,,11,https://conjectures.io/problems/erdos1003-erdos-1003,True ↔ {n | n.totient = (n + 1).totient}.Infinite,fc-8432eac9-erdos1003-erdos-1003-cae9020d60-formalized-v1,fc-8432eac9-erdos1003-erdos-1003-6c7d304a78-counterexample-v1
erdos1049-erdos-1049,Erdos1049.erdos_1049,Erdős problem 1049,erdos,3809.84,6314.50112,True,1,1.0,nat_domain,11,https://conjectures.io/problems/erdos1049-erdos-1049,"True ↔ ∀ t > 1, Irrational (∑' (n : ℕ+), 1 / (↑t ^ ↑n - 1))",fc-8432eac9-erdos1049-erdos-1049-e96d168f17-formalized-v1,fc-8432eac9-erdos1049-erdos-1049-e4cd8ab0d1-counterexample-v1
erdos1057-erdos-1057,Erdos1057.erdos_1057,Erdős problem 1057,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos1057-erdos-1057,True ↔ Filter.Tendsto (fun x => Real.log (Erdos1057.carmichaelCounting x) / Real.log x) Filter.atTop (nhds 1),fc-8432eac9-erdos1057-erdos-1057-925fe7d911-formalized-v1,fc-8432eac9-erdos1057-erdos-1057-af20ef38ee-counterexample-v1
erdos1072-erdos-1072-parts-i,Erdos1072.erdos_1072.parts.i,Erdős problem 1072 - part i,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos1072-erdos-1072-parts-i,True ↔ {p | Nat.Prime p ∧ Erdos1072.f p = p - 1}.Infinite,fc-8432eac9-parts-i-e9a56a557a-formalized-v1,fc-8432eac9-parts-i-6f12b713c1-counterexample-v1
erdos1074-erdos-1074-variants-ehsnumbers-one-half,Erdos1074.erdos_1074.variants.EHSNumbers_one_half,Erdős problem 1074 - EHS Numbers one half,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos1074-erdos-1074-variants-ehsnumbers-one-half,Erdos1074.EHSNumbers.HasDensity (1 / 2),fc-8432eac9-variants-ehsnumbers-one-half-dca2836c18-formalized-v1,fc-8432eac9-variants-ehsnumbers-one-half-51b3c3de73-counterexample-v1
erdos1085-erdos-1085-variants-upper-d3,Erdos1085.erdos_1085.variants.upper_d3,Erdős problem 1085 - upper d 3,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,52,https://conjectures.io/problems/erdos1085-erdos-1085-variants-upper-d3,True ↔ (fun n => ↑(Erdos1085.f 3 n)) =O[Filter.atTop] fun n => ↑n ^ (4 / 3) * Real.log (Real.log ↑n),fc-8432eac9-variants-upper-d3-0c3202747f-formalized-v1,fc-8432eac9-variants-upper-d3-ce144238e9-counterexample-v1
erdos1094-erdos-1094,Erdos1094.erdos_1094,Erdős problem 1094,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos1094-erdos-1094,"{(n, k) | 0 < k ∧ 2 * k ≤ n ∧ (n.choose k).minFac > max (n / k) k}.Finite",fc-8432eac9-erdos1094-erdos-1094-bd81da93da-formalized-v1,fc-8432eac9-erdos1094-erdos-1094-4d4a96e873-counterexample-v1
erdos1095-erdos-1095-variants-log-istheta,Erdos1095.erdos_1095.variants.log_isTheta,Erdős problem 1095 - log is Theta,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos1095-erdos-1095-variants-log-istheta,(fun k => Real.log ↑(Erdos1095.g k)) =Θ[Filter.atTop] fun k => ↑k / Real.log ↑k,fc-8432eac9-variants-log-istheta-948541cd2e-formalized-v1,fc-8432eac9-variants-log-istheta-6c53759514-counterexample-v1
erdos1107-erdos-1107,Erdos1107.erdos_1107,Erdős problem 1107,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos1107-erdos-1107,"∀ r ≥ 2, ∀ᶠ (n : ℕ) in Filter.atTop, Erdos1107.SumOfRPowerful r n",fc-8432eac9-erdos1107-erdos-1107-255b6ae2e2-formalized-v1,fc-8432eac9-erdos1107-erdos-1107-52cbe3485b-counterexample-v1
